"gene_id","symbol","GSE149370","GSE157622","GSE157622","ENCSR782MXN","ENCSR535YPK"
"ENSG00000002822","MAD1L1",0.395114755235945,0.0423845715419593,0.467814882985926,1,0.0401388261116467
"ENSG00000002834","LASP1",0.963889837755034,0.281776017906865,0.771704550382003,0.278722780100689,0.0357577109226346
"ENSG00000002919","SNX11",0.848415493905299,0.670384764982568,0.534359678904064,0.406818399857463,0.955077420058305
"ENSG00000002933","TMEM176A",0.966999588258558,1,1,1,1
"ENSG00000003056","M6PR",0.75397222257609,0.0121406012402522,0.558974498831792,0.325881813943829,0.309830690484628
"ENSG00000003096","KLHL13",0.955811645283084,0.151463905701232,0.215200965459742,0.348148372510983,0.0472310015907374
"ENSG00000003137","CYP26B1",1,0.879165667379788,0.0243200898953374,1,1
"ENSG00000003147","ICA1",0.507264215195172,0.0965095534967436,1,1,0.264551516877503
"ENSG00000003249","DBNDD1",0.996599408362777,0.3886731755579,0.76809710822693,0.00537814250652667,0.00666902239774223
"ENSG00000003393","ALS2",0.984205076982072,0.136620813281549,0.845004478808579,0.820751069263349,0.544792644416308
"ENSG00000003400","CASP10",0.96959629159748,0.94518703596493,0.077351049500337,0.329909878667219,0.960123629266484
"ENSG00000003402","CFLAR",0.88319601268931,0.626244331448901,0.0404681312584124,0.849136396235764,0.00215751913363653
"ENSG00000003436","TFPI",1,4.78353673978904e-05,0.0556675062116056,0.0436678913881732,0.402808887064211
"ENSG00000003509","NDUFAF7",0.902393101900903,0.754490744449176,0.393334670661481,0.75776246397038,0.244737508005981
"ENSG00000003756","RBM5",0.96959629159748,0.142552323894543,0.524316334914464,0.857832017483098,0.516906227258008
"ENSG00000003987","MTMR7",0.967128589132415,0.944953297856226,1,1,1
"ENSG00000003989","SLC7A2",0.00559547211610896,0.0460476509710966,0.723947074760201,0.00340105430314233,1
"ENSG00000004059","ARF5",0.987996697396203,0.97060575239284,0.685964941710601,0.997292432194883,0.59609461053045
"ENSG00000004139","SARM1",0.908847169177738,0.896289321518375,0.900102324502302,0.918831566822312,0.96626244384228
"ENSG00000004142","POLDIP2",0.819063219902603,0.897158004566931,0.407979714531269,0.776027434767207,0.081637187750408
"ENSG00000004399","PLXND1",0.868498646908143,0.0781932623372052,0.69498578894705,6.96135833855484e-05,0.000406795423490191
"ENSG00000004455","AK2",0.954509958101739,0.627673143709298,0.450433688770253,0.445717176753205,0.854467756962112
"ENSG00000004478","FKBP4",0.273285968802267,0.293558468273452,0.229503295784691,0.94424067394294,0.878427304421409
"ENSG00000004487","KDM1A",1,0.301299761246687,0.831120268519822,0.0621156738452068,0.951827050662864
"ENSG00000004534","RBM6",1,0.0286667977228342,0.849549911075252,0.0147459282194879,0.045577268307371
"ENSG00000004660","CAMKK1",0.929561882561348,0.192258775853965,0.811593959483113,0.801370965895713,0.000601552891271696
"ENSG00000004700","RECQL",0.73093773673942,0.419454527678467,0.455130743506653,0.30051524370873,0.0292394444466771
"ENSG00000004766","VPS50",1,0.998148027842388,0.910856306295038,0.438680273515066,0.0337644201408788
"ENSG00000004776","HSPB6",0.826133197334059,0.871411495104764,1,0.143315628662914,0.948509748783987
"ENSG00000004777","ARHGAP33",0.775333249882329,0.0123747587461173,0.0301506515956745,0.124162009309636,2.66738075810554e-05
"ENSG00000004779","NDUFAB1",0.994510809223267,0.533407353850558,0.93704913001347,0.287395018420337,0.0159166799556533
"ENSG00000004799","PDK4",1,0.40270209371691,1,1,0.410234542841886
"ENSG00000004838","ZMYND10",0.997893351601352,0.48060908693078,0.0888197506461173,0.818925208385828,0.0383704554789113
"ENSG00000004864","SLC25A13",0.811397593934188,0.00107343357197392,0.275845840961805,0.0674667224856895,0.0692586779973433
"ENSG00000004866","ST7",0.979212637939854,6.32755309328914e-14,0.173281232456622,0.656254000982916,0.124586649049983
"ENSG00000004897","CDC27",0.998602392844804,0.15246935795977,0.128244176621329,0.481173310020637,0.246281574687438
"ENSG00000004939","SLC4A1",1,1,1,1,2.78979707770459e-08
"ENSG00000004961","HCCS",1,0.538610588975635,0.781610983473004,0.382038386619322,0.536201696370616
"ENSG00000004975","DVL2",1,0.850404727016078,0.539712776301087,0.0103815773066065,0.000207407973738296
"ENSG00000005001","PRSS22",0.77057751358204,1,0.146819133482442,1,1
"ENSG00000005007","UPF1",0.241621509068273,0.712648944345064,0.731591521395959,0.971250362306256,0.000595987387067246
"ENSG00000005020","SKAP2",0.90438650117173,2.63621870643139e-16,0.2459176973801,0.668421893628239,0.0141575225242341
"ENSG00000005022","SLC25A5",0.86336056606976,0.305410170773218,0.68246170775066,0.562701371823742,0.317599146071754
"ENSG00000005059","MCUB",1,0.998148027842388,0.591122798576609,0.921360086063213,0.233423205523395
"ENSG00000005073","HOXA11",0.948652751455181,0.244978907749631,1,1,1
"ENSG00000005075","POLR2J",0.814428925162815,0.796132751662597,0.431268330367189,0.0552923663130074,0.0218865900848596
"ENSG00000005100","DHX33",0.850671280736456,0.776754182127596,0.360927125111176,0.628270453995792,0.880748584479029
"ENSG00000005102","MEOX1",1,0.101961890946747,1,1,1
"ENSG00000005156","LIG3",0.704095968813593,0.104644110748419,0.687433202069714,0.735101348167257,0.401392477571958
"ENSG00000005175","RPAP3",0.964938314965401,0.00652137048255854,0.923967136768335,0.896610524892257,0.00190495004143771
"ENSG00000005187","ACSM3",0.749872430710366,0.902929162014349,0.941743621411096,0.00891654202091811,0.541665079262234
"ENSG00000005189","REXO5",0.754796481414139,0.898710875159594,0.536747943378016,0.559012947168937,0.755004552560882
"ENSG00000005194","CIAPIN1",0.972039030919024,0.378152574383306,0.576262306793728,0.345482404291851,0.41654799559928
"ENSG00000005206","SPPL2B",0.954509958101739,0.535147133918298,0.0561530325186531,0.40147153325064,0.0139793595031946
"ENSG00000005238","ATOSB",0.974223918907206,1.18912817051751e-08,0.630896277062022,0.954683670587116,0.0230392448088877
"ENSG00000005243","COPZ2",1,0.355401614931914,1,1,1
"ENSG00000005249","PRKAR2B",1,0.761660109351755,0.000802993070862335,1,7.99349336352717e-06
"ENSG00000005302","MSL3",0.808261829998924,0.125036382792808,0.347427207244897,0.592955325381681,0.76970540320155
"ENSG00000005339","CREBBP",0.814531489201779,0.839317086626247,0.52102878121479,0.452441688257953,0.00550220243927966
"ENSG00000005379","TSPOAP1",0.698373557291471,1,1,1,0.9595607964455
"ENSG00000005421","PON1",0.398928600784161,1,1,1,1
"ENSG00000005436","GCFC2",1,0.420940674816276,0.635861528925103,0.66911310747305,0.267864000272745
"ENSG00000005448","WDR54",0.900876957506302,0.591702352113934,0.000226301868116955,0.354692773927661,4.22040210323405e-05
"ENSG00000005469","CROT",0.99553623985119,0.804877902475057,0.323926965876093,0.808271838909121,0.814482176270417
"ENSG00000005471","ABCB4",1,0.839453735747353,0.889540241331139,0.197815732078543,0.67244483578766
"ENSG00000005483","KMT2E",0.730684496470321,0.908316605398644,0.584169964557651,0.748913776899607,0.409305962619834
"ENSG00000005486","RHBDD2",0.931304799074031,0.0468792960493907,0.434354101585897,0.0183373701268499,4.4861529758496e-08
"ENSG00000005513","SOX8",0.856814351189443,0.0265208340550017,0.0655220015936788,0.00416987342055902,1
"ENSG00000005700","IBTK",0.769203721031849,0.665796382206818,0.520099464661396,0.0992370492968372,0.00265831314268973
"ENSG00000005801","ZNF195",1,0.00328440529183072,0.401881280216826,0.827791850845133,0.169603085776771
"ENSG00000005810","MYCBP2",0.8461345667155,0.0778404156211699,0.39329848477393,0.85253137058056,0.115500464618678
"ENSG00000005812","FBXL3",0.994510809223267,0.174173638854388,0.959955762176354,0.260293504669996,0.920018910792237
"ENSG00000005844","ITGAL",1,0.121083793753119,0.205428430901854,0.00320744803890011,1
"ENSG00000005882","PDK2",0.477256956073532,0.602584665162559,0.762522606759984,0.33306938769314,0.530936280585911
"ENSG00000005884","ITGA3",0.986991903972918,0.000515885627468167,0.358110260898373,1.28891559025182e-13,1
"ENSG00000005889","ZFX",0.829270414411405,0.237645768872308,0.977773192356861,0.0204696013960668,0.513671405636394
"ENSG00000005893","LAMP2",1,0.0301987431811794,0.853562474034314,0.488336993556661,0.689808049153672
"ENSG00000005961","ITGA2B",0.920348191467528,0.622327339971517,1,0.175707276591925,0.113433480846701
"ENSG00000005981","ASB4",1,1,0.385250776602477,0.425971267634313,1
"ENSG00000006007","GDE1",1,0.785473940454352,0.542550206333766,0.703813346190635,0.0186187148862637
"ENSG00000006015","REX1BD",0.79737939232142,0.889437258728762,0.171267347887559,0.222014126772024,0.860831592114043
"ENSG00000006016","CRLF1",0.910421273058912,0.236048336407258,0.751845454216413,0.0210976846826052,0.966160820196432
"ENSG00000006025","OSBPL7",0.909453623488899,1,0.827698154232378,0.308914299228306,0.0211657080553588
"ENSG00000006042","TMEM98",0.956977480834085,0.82532880305772,0.841454593327506,0.80538271007293,0.586074847250996
"ENSG00000006047","YBX2",0.944244033577984,0.212540688836928,1,0.740130538771345,1
"ENSG00000006062","MAP3K14",0.990502432550931,0.325094666497173,0.408875263785646,0.0543884211250451,0.67163208848507
"ENSG00000006071","ABCC8",1,0.933602573578449,1,1,1
"ENSG00000006118","TMEM132A",1,0.236938162677974,0.473687877340398,0.0463590809918121,1
"ENSG00000006125","AP2B1",0.91353622265761,0.426988465918708,0.653827713991092,0.634644682860501,0.796168083136026
"ENSG00000006128","TAC1",1,1,1,1,0.0226992641514511
"ENSG00000006194","ZNF263",0.748196544005213,0.33928383418751,0.396830286520742,0.298987115404712,0.0315842396403578
"ENSG00000006210","CX3CL1",0.066995284294509,1,0.21411154499981,0.000690221254448927,1
"ENSG00000006282","SPATA20",0.922400173662357,1,0.572287124550295,0.329778057979403,0.108488751255031
"ENSG00000006283","CACNA1G",0.985431685402043,0.000218164359425617,1,1,1
"ENSG00000006327","TNFRSF12A",0.84524745896609,0.153795384062728,0.591911758158843,0.000928246310259272,0.00147691868080075
"ENSG00000006377","DLX6",0.736644712361786,0.477784011126756,0.829798595819529,0.631926120664816,1
"ENSG00000006432","MAP3K9",0.928536605300663,0.191452412707649,0.846141135197947,0.527512018119614,0.264175508924851
"ENSG00000006451","RALA",0.860951462492402,0.646666814315858,0.606122011161163,0.453256923978201,0.428635909838472
"ENSG00000006453","BAIAP2L1",0.513387727237863,0.0673962196414949,0.424629009969905,1,0.464997394590408
"ENSG00000006459","KDM7A",1,0.848170682717312,0.732711998993765,0.0317796339754275,0.94275836612754
"ENSG00000006468","ETV1",1,0.0872959701101849,0.460734208805551,0.0805921448527556,0.0278723899063552
"ENSG00000006530","AGK",0.756389954166203,0.899605165607375,0.726490482963677,0.852447497342543,0.339973772896097
"ENSG00000006534","ALDH3B1",0.961472385496781,0.946037694774162,0.6709492781983,0.793782518332495,1
"ENSG00000006555","TTC22",1,1,1,1,1
"ENSG00000006576","PHTF2",0.841444752615378,0.0246331558538148,0.148499454473864,0.0553106441541282,0.0861660728064403
"ENSG00000006606","CCL26",1,1,1,1,0.422391206640394
"ENSG00000006607","FARP2",0.96557545969556,0.691569258105642,0.773204570423582,1,0.508452882837066
"ENSG00000006611","USH1C",0.615281162107701,0.000524676628400342,1,1,1
"ENSG00000006625","GGCT",0.930982714858224,0.277094628661904,0.519713989597212,0.0339665885288262,6.75548550353707e-05
"ENSG00000006634","DBF4",1,0.688156063187677,0.468827938240935,0.328219098653548,0.0077088682346933
"ENSG00000006638","TBXA2R",1,0.508630221139839,1,1,0.476030902668436
"ENSG00000006652","IFRD1",0.127234400794955,0.982024075869241,0.917413960092624,0.487983022972318,0.057870702939151
"ENSG00000006695","COX10",1,0.189879037520889,0.509885426770873,0.705766333444529,0.37239102720156
"ENSG00000006704","GTF2IRD1",0.631053629239075,0.0826030821354751,0.0522077838978251,0.394407973106858,0.11163740870022
"ENSG00000006712","PAF1",1,0.23557509007271,0.88210499369737,0.831173050531624,0.822293243331587
"ENSG00000006715","VPS41",0.930982714858224,0.00448813752840387,0.580909840690429,0.57332989684585,0.0028939951462973
"ENSG00000006740","ARHGAP44",1,0.326875072628419,0.868962944636999,0.882548892340619,1
"ENSG00000006744","ELAC2",0.883906094952117,0.458183495188126,0.794158787089263,0.238437063855477,0.332055701108061
"ENSG00000006747","SCIN",1,1,1,1,0.139447388077203
"ENSG00000006756","ARSD",0.542132527996746,1,0.53878384378654,0.185461653200379,1
"ENSG00000006757","PNPLA4",0.951232272959396,1,0.470459684350402,0.535443354465546,0.623594573582252
"ENSG00000006831","ADIPOR2",0.988303129420762,0.00455466150019161,0.919605985407535,0.50155698944523,0.204194755079867
"ENSG00000006837","CDKL3",1,0.975071670256373,0.221009189770809,0.0401587581828857,0.0153072317913597
"ENSG00000007001","UPP2",0.867738258785095,1,0.964963751579196,1,1
"ENSG00000007038","PRSS21",1,1,1,1,0.0161298911839811
"ENSG00000007047","MARK4",0.988197293060732,0.556098407245172,0.401632451472944,0.344741343759474,0.075038746000621
"ENSG00000007062","PROM1",0.614809926772903,1,0.0121021344854645,0.885105297883797,1
"ENSG00000007080","CCDC124",0.857512247043579,0.187984362360445,0.955713249892094,0.594304213494244,0.257066956762206
"ENSG00000007168","PAFAH1B1",0.924394751814198,0.332111492925065,0.826826334562441,0.347553188862781,0.341510102433289
"ENSG00000007171","NOS2",0.349905693085339,0.0101286330447366,1,1,1
"ENSG00000007174","DNAH9",0.278894464836618,1,1,1,1
"ENSG00000007202","BLTP2",0.978239835229339,0.848100926547596,0.755994927981725,0.557641411544875,0.451678862001894
"ENSG00000007216","SLC13A2",0.609644593056422,1,1,1,1
"ENSG00000007237","GAS7",1,0.417972957530703,0.0320243301129585,0.00241333588455302,1
"ENSG00000007255","TRAPPC6A",0.968633465258511,0.50115965290953,0.00127755088313204,0.155861874975893,0.0523767064443062
"ENSG00000007264","MATK",1,0.872653771448107,1,1,0.470579090399914
"ENSG00000007314","SCN4A",1,0.000155649067918,1,1,0.643830064261792
"ENSG00000007341","ST7L",0.890945165732932,0.0302500469567722,0.732711998993765,0.879472640081289,0.798385306301344
"ENSG00000007350","TKTL1",1,0.000637330428286948,1,1,0.00107524883798253
"ENSG00000007372","PAX6",0.340300839507927,0.540271792074317,0.00229821658213507,0.0787135664448832,0.465589041023644
"ENSG00000007376","RPUSD1",0.566072307234492,0.00446521855850625,0.373679242787635,0.186693283481255,0.469550587066953
"ENSG00000007384","RHBDF1",0.938660651920903,0.00035086596684493,0.460734208805551,0.487472773135336,0.000203432044081811
"ENSG00000007392","LUC7L",0.820942301597235,0.0176409036992847,0.44264846277198,0.103010824620961,0.0135202307038225
"ENSG00000007402","CACNA2D2",1,1.39093384230651e-14,1,1,0.516390787573754
"ENSG00000007516","BAIAP3",0.98719791304964,0.166019137590125,0.0184891389743192,0.728981644861547,0.00730214921095228
"ENSG00000007520","TSR3",0.637172616559352,0.461878276206142,0.427231858284542,0.856719413725777,0.30127829528333
"ENSG00000007541","PIGQ",0.952156892754942,0.0287444563795927,0.0873758773769343,0.142571465391616,0.00060568940685039
"ENSG00000007545","CRAMP1",0.0341631518409796,0.042013118565477,0.126400976125972,0.388038645882562,0.170978387624931
"ENSG00000007866","TEAD3",0.96526459048782,0.314451926243681,0.922421831386176,0.108613455470008,0.00336021125570372
"ENSG00000007923","DNAJC11",0.706704620281025,0.638805093182382,0.523145427348805,0.610889020576655,0.127517687715385
"ENSG00000007944","MYLIP",0.0922515122082402,0.458668257075806,0.914390119085283,0.834274874526809,0.14939061458396
"ENSG00000007952","NOX1",0.8719761039013,1,1,1,1
"ENSG00000007968","E2F2",0.999765937136397,0.0012133194424895,0.352269503931013,0.825364664603407,0.846193740743398
"ENSG00000008018","PSMB1",0.980876122653858,0.471973426259254,0.547699671246619,0.265807245424007,0.868869120846963
"ENSG00000008056","SYN1",0.947145412538683,1,1,1,0.197541579146996
"ENSG00000008083","JARID2",0.735353004566394,0.920079056407979,0.582814604961036,0.979893220133446,0.592174658227869
"ENSG00000008086","CDKL5",0.897484558148069,0.125620348331971,0.518233435539603,0.440748618933411,1
"ENSG00000008118","CAMK1G",0.82830771559359,0.2078048861837,1,1,1
"ENSG00000008128","CDK11A",1,0.106010021125665,1,0.861418722425073,0.0804130242146835
"ENSG00000008130","NADK",0.805614313676803,0.444433299173904,0.917208692374324,0.893365833355214,0.735985625325849
"ENSG00000008226","DLEC1",0.994510809223267,0.67959408687949,1,1,1
"ENSG00000008256","CYTH3",0.972297290111864,0.190813582441354,0.696831688930582,0.972303364387153,0.290336456959925
"ENSG00000008277","ADAM22",0.406124625549895,4.76259323714869e-06,0.198812275563698,0.893986708764859,1
"ENSG00000008282","SYPL1",0.982374261523942,0.935195260617899,0.951014943257655,0.27943282218333,0.527232269238134
"ENSG00000008283","CYB561",0.801334936756387,0.113062682146475,0.28596652421313,0.971626385107566,0.0519553780486677
"ENSG00000008294","SPAG9",0.559558882840324,0.00257452148112495,0.859981234893622,0.00187649191537737,0.00361693100569558
"ENSG00000008300","CELSR3",0.966999588258558,0.43992230914489,0.728812819537875,0.0669489854847041,0.00127577167885925
"ENSG00000008311","AASS",0.77057751358204,0.246561973082326,0.0922747193403405,0.1204520264872,1
"ENSG00000008323","PLEKHG6",0.808261829998924,1,0.0716323217031386,0.876490977226088,0.250747019838202
"ENSG00000008324","SS18L2",0.962821456902367,0.539874503201103,0.119522695906611,0.492123284280966,0.880587165273008
"ENSG00000008382","MPND",0.994414211726265,0.490874839366609,0.205229828706693,0.465985544961374,0.0505517692039109
"ENSG00000008394","MGST1",0.947145412538683,0.601332853092232,0.821460457208999,0.17863105153827,0.860018632014042
"ENSG00000008405","CRY1",0.67708346555173,0.962423451090343,0.414489724612926,0.838911834905336,0.897521637979617
"ENSG00000008441","NFIX",0.982800850477993,3.41455052091064e-05,0.229559516952498,0.0214201291955432,0.0336736932977608
"ENSG00000008513","ST3GAL1",0.920348191467528,0.00431831509626959,0.302921261785903,0.179029235063218,0.0814848845617349
"ENSG00000008516","MMP25",0.461566000916888,0.559116861899944,1,1,1
"ENSG00000008517","IL32",0.933817626830707,0.0097368555467428,0.753670781403638,0.00263121876382761,1
"ENSG00000008710","PKD1",0.81474054915201,0.0169493875658632,0.472777774593471,0.130090661619381,0.0304169570992909
"ENSG00000008735","MAPK8IP2",0.708037708169056,0.326886113063052,0.609365886585198,0.957573384559012,1
"ENSG00000008838","MED24",0.801334936756387,0.402244171914395,0.437414369851391,0.859359320125556,0.0730371166463868
"ENSG00000008853","RHOBTB2",0.971978235773913,0.203971283751196,0.728891569337527,0.0772540086951783,0.507176585161162
"ENSG00000008869","HEATR5B",0.980932736347649,0.646270309140754,0.685373828596168,0.802344956066615,0.19385291937196
"ENSG00000008952","SEC62",1,0.959131947988677,0.5965314641903,0.630814467372802,0.594386759334975
"ENSG00000008988","RPS20",1,0.0860123949302611,0.318567645298967,0.0340686240659793,0.743394915840797
"ENSG00000009307","CSDE1",0.999273471265972,0.587471295939857,0.696815906018202,0.475351107825251,0.184593822834422
"ENSG00000009335","UBE3C",1,0.178480055860472,0.661337332151459,0.222297355440371,0.367174578623322
"ENSG00000009413","REV3L",1,0.0965061112832887,0.829967649325994,0.818842913070317,0.278961844975846
"ENSG00000009694","TENM1",1,2.19114198287436e-44,1,1,9.60984026417041e-11
"ENSG00000009709","PAX7",1,0.0960024365894408,1,1,1
"ENSG00000009724","MASP2",1,0.00269166225792457,0.154708907080516,0.683490454366721,1
"ENSG00000009765","IYD",0.375506797451262,1,1,1,1
"ENSG00000009780","FAM76A",1,0.446139050180653,0.505097319532746,0.750582023748435,0.784342524589042
"ENSG00000009790","TRAF3IP3",0.824736976478986,1,1,1,1
"ENSG00000009830","POMT2",0.968737058886479,0.333456295769378,0.0478541076800098,0.0386759359550663,0.144179671667485
"ENSG00000009844","VTA1",0.973567982447259,0.219702462354139,0.757726823491808,0.966607301434113,0.61018230764793
"ENSG00000009950","MLXIPL",0.781596899255157,0.46431524191853,0.0429134446514728,0.000695542020382851,4.85695919222868e-06
"ENSG00000009954","BAZ1B",0.985431685402043,0.000717801254720991,0.680746150210114,0.51234643849511,0.017866237799408
"ENSG00000010017","RANBP9",0.999273471265972,0.897597891450185,0.813150708647445,0.788413485295264,0.828598568592277
"ENSG00000010030","ETV7",0.968746527699755,1,1,1,1
"ENSG00000010072","SPRTN",0.999765937136397,0.759612521375802,0.36218806099457,0.270612172486959,0.798831806509377
"ENSG00000010165","METTL13",0.698373557291471,0.661912743767242,0.197807134407916,0.853759760107224,0.56200810491557
"ENSG00000010219","DYRK4",1,0.854825269997415,6.76664716194039e-06,0.204096126979241,0.424560404307183
"ENSG00000010244","ZNF207",0.902393101900903,0.101120644383686,0.546439149565063,0.440374645752711,0.832778428668332
"ENSG00000010256","UQCRC1",0.966660183685128,0.23128946941265,0.74636480864372,0.865809464200203,0.0518991595719061
"ENSG00000010270","STARD3NL",0.900746502620991,0.693919268957166,0.184931069053549,0.379494409273182,0.325317138341981
"ENSG00000010278","CD9",0.957068871839423,0.869360744796471,0.90697511644575,0.882254668836437,0.947249831845863
"ENSG00000010292","NCAPD2",1,1,0.363200605793315,1,0.0149789061241218
"ENSG00000010295","IFFO1",1,0.884716027322917,1,0.724096131122468,1
"ENSG00000010310","GIPR",0.2567695873644,0.37316977485416,0.0273996175101129,0.195721631752348,0.290045053135296
"ENSG00000010318","PHF7",0.788313002524804,0.261279050534498,0.67280577284711,0.743470512999943,0.210806114922598
"ENSG00000010319","SEMA3G",0.607258286763528,0.000295336073016869,0.209194712386201,0.0280593594608514,1
"ENSG00000010322","NISCH",1,0.0842065152599103,0.61374062421097,0.31997016445899,0.0210671085697588
"ENSG00000010327","STAB1",0.824153942661326,0.00207478407579817,0.00677772253638916,1,0.00910320619846268
"ENSG00000010361","FUZ",0.76382913974842,0.995092451306755,1,1,0.807715424753691
"ENSG00000010379","SLC6A13",1,1,0.115484418005412,1,1
"ENSG00000010404","IDS",0.731778117830571,0.516342645600011,0.119388011636389,0.0526807227933935,0.109322323115558
"ENSG00000010438","PRSS3",0.90438650117173,1,1,1,1
"ENSG00000010539","ZNF200",0.947145412538683,0.510471357246364,0.210391625083845,0.930377142039943,0.639391562958862
"ENSG00000010610","CD4",1,1,0.236560326733542,0.649523639198312,1
"ENSG00000010626","LRRC23",0.797963063597765,0.080463865577081,0.913711317849519,0.899004066689804,0.912960835395309
"ENSG00000010671","BTK",1,1,1,1,0.0175548096264016
"ENSG00000010704","HFE",0.986991903972918,1,0.469223631999024,0.801338596715551,1
"ENSG00000010803","SCMH1",0.970373605134383,0.490030358201505,0.584169964557651,0.818222708419966,0.0173692807920679
"ENSG00000010810","FYN",0.903675050170192,1.90098063715399e-12,0.00750972655991419,0.414566456572928,0.681952717686004
"ENSG00000010818","HIVEP2",0.789147682133765,0.124633726607441,0.853562050436047,0.98965629751191,0.335050980775353
"ENSG00000010932","FMO1",0.296855782775175,1,1,1,1
"ENSG00000011007","ELOA",0.982800850477993,0.543080813394465,0.50692172962865,0.906415315470918,0.089111849615693
"ENSG00000011009","LYPLA2",0.957068871839423,0.329653006004833,0.298586660398101,0.202612112771451,0.00209354766420165
"ENSG00000011021","CLCN6",0.933698566952862,0.00845946694229223,0.256398664585743,0.624882714538113,0.194256998579114
"ENSG00000011028","MRC2",0.887638695039912,3.33365382828199e-15,1,1,0.00780937307297346
"ENSG00000011052","NME1-NME2",1,0.374277240455383,0.374155073035835,0.369830018874241,0.376403880135797
"ENSG00000011105","TSPAN9",0.395771083004957,0.0024280039880986,1.35035759180051e-05,0.855408921825739,0.687266733687994
"ENSG00000011114","BTBD7",0.788331000520617,0.0107240269078826,0.819757665515851,0.93784051172847,0.216940651267819
"ENSG00000011132","APBA3",0.894917052210266,0.924090048028763,0.467116797615447,0.339629438081786,0.298144451158757
"ENSG00000011143","MKS1",0.995133892043194,0.500973418526452,0.926860150205673,0.724096131122468,0.114609447508295
"ENSG00000011198","ABHD5",0.996280066739415,0.775717098883915,0.873747042647791,0.982561482965988,0.24820806691291
"ENSG00000011201","ANOS1",1,1,1,1,1
"ENSG00000011243","AKAP8L",0.953890557803886,0.108454152196631,0.757726823491808,0.481740715854462,0.03505801213659
"ENSG00000011258","MBTD1",1,0.732394272506215,0.577678833310608,0.0486213936555462,0.00312556626642513
"ENSG00000011260","UTP18",0.666134890256386,1,0.806732138913977,0.469887994706297,0.0116943967074485
"ENSG00000011275","RNF216",1,0.0935927121118361,0.587957179847367,0.78342651493967,1
"ENSG00000011295","TTC19",0.87164592495627,0.134849405409049,0.28640464618926,0.242654123220495,0.0663475504542873
"ENSG00000011304","PTBP1",0.639734642387363,0.565743406446734,0.545195531082805,0.581062832803712,0.0212448886013227
"ENSG00000011332","DPF1",0.705417195130457,0.130447974674477,0.502919789200685,0.134859499739415,0.62688917298441
"ENSG00000011347","SYT7",0.878132287269464,0.000185676403031531,0.0998183589409215,0.803776352608798,0.976137736043363
"ENSG00000011376","LARS2",0.850674841933821,1,0.481652600510928,0.860007789319652,0.780305846507313
"ENSG00000011405","PIK3C2A",1,0.767098088268095,0.503628052730011,0.926645874728574,0.792546068144237
"ENSG00000011422","PLAUR",1,0.129658018217373,0.774968895522453,0.119899848006929,0.381188187999503
"ENSG00000011426","ANLN",1,0.0827767556883473,0.67283522528227,0.114051477490548,0.498681698558639
